RowId,V 0  1  1  0  0  1 ,V 0  1  1  1  0  1 ,V 0  1  0  0  0  0 ,V 0  1  0  1  0  0 ,V 1  0  1  1  1  1 ,V 0  1  0  0  1  0 ,V 0  1  0  1  1  0 ,V 1  1  0  1  0  1 ,V 1  1  0  0  0  1 ,V 0  0  1  1  1  0 ,V 1  0  0  0  1  0 ,V 1  0  1  1  0  1 ,V 1  0  1  0  0  1 ,V 1  0  1  0  1  1 ,V 1  0  0  1  1  0 ,V 0  0  1  0  1  0 ,V 0  0  0  1  0  1 ,V 0  1  0  1  0  1 ,V 0  1  1  1  0  0 ,V 1  1  1  0  0  1 ,V 0  1  0  1  1  1 ,V 1  0  0  1  0  0 ,V 0  0  1  1  0  0 ,V 1  1  0  1  0  0 ,V 0  0  1  0  1  1 ,V 0  0  0  1  1  0 ,V 1  1  1  0  1  0 ,V 0  1  1  0  1  1 ,V 1  0  1  0  1  0 ,V 1  0  1  0  0  0 ,V 1  0  0  0  1  1 ,V 1  1  0  0  1  1 ,V 0  0  0  1  0  0 ,V 0  0  1  0  0  1 ,V 0  0  0  0  0  0 ,V 1  0  0  1  0  1 ,V 1  1  1  0  0  0 ,V 1  0  0  0  0  1 ,V 0  0  1  1  0  1 ,V 0  1  1  1  1  0 ,V 0  1  1  0  1  0 ,V 1  1  1  1  0  1 ,V 0  0  0  1  1  1 ,V 0  0  0  0  1  1 ,V 1  1  1  1  1  1 ,V 1  1  1  0  1  1 ,V 1  1  0  1  1  0 ,V 1  1  0  0  1  0 ,V 0  0  1  0  0  0 ,V 0  1  1  0  0  0 ,V 0  1  0  0  0  1 ,V 0  0  0  0  0  1 ,V 1  0  1  1  1  0 ,V 0  1  0  0  1  1 ,V 1  0  0  0  0  0 ,V 1  1  0  0  0  0 ,V 0  0  1  1  1  1 ,V 0  1  1  1  1  1 ,V 1  0  1  1  0  0 ,V 1  1  1  1  0  0 ,V 0  0  0  0  1  0 ,V 1  1  1  1  1  0 ,V 1  0  0  1  1  1 ,V 1  1  0  1  1  1 
H 1  0  1  1  1  0 ,9476,18986,2554,742,9138,8870,10083,2289,64037,5454,10241,15337,59774,4914,4467,2287,9014,4608,59003,9507,9525,28892,4713,5314,16323,41460,18415,60407,17409,2766,4628,9472,1297,2507,1284,15210,17318,107285,44494,16290,15583,15881,8483,5043,2245,2557,34692,5039,1228,8350,33719,9693,29991,8759,19212,4917,1367,4462,31987,4721,16659,8380,31239,2638
H 1  0  1  0  1  0 ,1589,47138,342,980,9844,9218,96717,1051,47395,4631,2586,4737,206207,4630,677,1127,45068,2402,211831,9701,9679,10502,20244,5018,20091,572377,213814,46330,4731,9215,20087,45559,2123,1059,1955,20469,208486,96474,27599,4829,19549,20443,9468,4803,4312,1023,97505,20106,545,9322,98347,2491,10003,9850,46209,715,557,2070,96769,20179,4693,9653,95398,9379
H 1  0  1  1  0  0 ,132310,3736,31096,926,8975,8860,659,10252,43777,4824,28220,48601,14900,4362,59072,9381,3119,20671,14106,7926,9147,96800,1449,4485,17391,3572,1459,42991,51752,771,1533,3153,1681,9328,1529,15657,1413,82532,28478,49875,16980,15582,8008,4162,3384,10506,7802,1523,4907,8580,7168,27423,98491,8008,4136,61556,5407,18505,7443,1495,50112,7916,7103,816
H 0  1  1  0  1  1 ,536,231044,419,444,5936,6061,257180,279,133419,8690,8061,4827,107307,7556,347,391,5957,321,122203,7443,6486,4285,7222,9933,4987,179636,198383,124686,5756,10841,7867,6419,403,359,326,4872,187066,93355,220399,5189,4429,5372,6961,8827,347,333,149626,8311,428,5517,169649,7280,4545,6525,204270,385,391,416,141570,7386,5229,6178,158908,9517
H 1  0  1  0  0  0 ,16063,8557,2734,1125,9323,9208,5851,4056,31903,4001,6307,14179,48412,4189,6254,3936,14126,9707,46050,8467,8912,31695,5937,4018,20520,39987,13265,31990,13496,2447,5700,14355,2563,3822,2539,19683,13352,71143,17673,13576,20878,19433,8470,3937,5787,4068,20709,5552,1627,9277,19935,6490,31104,8835,9218,6172,1704,8669,21035,5621,13931,8857,19675,2461
H 1  1  0  0  1  1 ,27997,1382,278,632,7731,7239,2170,3874,8895,809,568,4249,170011,751,2272,3490,153772,44361,162820,7234,7782,48086,12243,702,86156,370923,24633,8726,4703,1092,12293,159591,6369,3774,6126,79207,24330,94062,1363,4373,83312,81029,6989,748,72987,3788,15023,12505,341,7203,13863,532,48852,7007,1444,2432,366,41370,14303,12536,4560,6962,13702,1087
H 1  1  0  1  1  1 ,232963,639,2390,468,7079,7067,240,9523,11915,795,1949,14116,48631,760,20812,8407,29042,97491,45037,7058,7556,141178,2847,754,69667,26611,2261,11260,16245,334,2901,32324,4209,8918,3916,58466,2172,105558,1893,15193,64650,63349,6343,631,39096,9965,5421,3174,829,6373,4943,1705,151543,6337,615,21887,943,86515,5097,2830,14694,5857,4537,296
H 0  1  1  1  0  0 ,16146,38195,69413,765,7006,7391,3843,3272,172786,17158,181444,65487,8299,14942,29984,3073,581,1655,8190,7670,7574,30437,786,17735,3854,1701,1948,166779,76190,1730,899,728,407,3072,432,3566,1884,74384,482833,73217,3269,3861,7441,15721,330,3166,16807,1034,6759,6500,17036,162762,33713,6870,37311,31321,6777,1660,16517,854,68221,6809,16233,1616
H 0  0  0  1  0  1 ,214794,2338,46079,941,8012,8150,408,13246,33163,4225,29257,51926,10113,3861,93754,12813,2533,28264,9749,7885,8536,108075,1246,4045,16739,2317,925,31932,55505,668,1345,2813,1944,12846,1868,15056,858,64080,20116,53922,15861,15831,7733,3811,3914,13664,4900,1271,6171,7750,4741,27431,112590,7534,2542,94759,6637,26733,4978,1299,52720,7409,4642,649
H 1  0  0  1  0  0 ,1794505,447,38511,1394,10653,10291,151,49580,11665,1803,8654,51620,14933,1757,245835,40858,12337,323367,12671,8743,10579,330577,2046,1618,65987,3831,565,11517,50622,365,1912,12466,8473,40946,8328,56330,558,69669,2741,50912,66292,55845,8979,1574,53107,48444,2544,2004,6441,10518,2257,8957,330129,8782,523,245218,7800,271912,2702,1891,50437,9089,2223,361
H 0  1  0  1  0  1 ,290757,1596,51528,640,6361,6830,242,12784,31285,3372,29695,55263,8054,2755,113913,11536,1823,28799,7580,6821,6854,124954,783,3013,15568,1553,556,30612,62843,331,968,2068,1471,11997,1340,13017,492,66555,17637,59596,13808,14221,6462,2823,3002,12746,3768,825,5454,6233,3512,26861,136716,6025,1688,117619,5585,27137,3664,767,56503,5872,3543,404
H 1  1  1  0  0  1 ,30484,2824,1917,425,6194,6377,1369,3542,22832,1746,3821,12245,41078,1609,7269,3232,11500,13337,39888,6092,6361,46701,3017,1750,23577,25152,5298,22298,13258,769,2890,11839,1705,3293,1701,21423,5162,83992,7931,12955,22475,22318,5962,1523,5980,3503,10903,2930,908,5945,10433,3655,48655,5750,3015,7181,1009,12420,10823,2850,12300,5706,10018,769
H 0  1  0  1  1  1 ,19568,7728,4217,521,6677,6906,2538,2817,45009,3467,10958,17020,30395,3207,8267,2827,4709,6086,31250,7303,7189,36473,2349,3663,14134,14224,5633,42034,21090,1253,2394,5455,1012,3112,1005,12563,5269,86789,27027,19118,12761,14269,6678,3227,2219,2984,15568,2550,1467,6109,15612,9347,41038,6488,7428,8742,1448,6020,14640,2346,18632,6153,14175,1078
H 1  1  0  1  0  0 ,2446271,342,43030,842,8731,8828,96,46874,11129,1455,8680,54673,11892,1342,304219,37995,8235,331858,10357,7494,8926,388466,1228,1168,60640,2484,366,10977,56821,261,1153,8724,5884,38331,5831,49057,391,73485,2419,56725,58682,51059,7472,1152,41184,45303,1801,1252,5268,8532,1655,8360,399831,7190,384,307102,6553,275507,2106,1104,55031,7137,1675,270
H 0  0  1  1  0  0 ,12305,58418,61742,1095,8689,8984,7532,3535,181331,22646,179256,62369,10235,20268,24676,3340,836,1607,10228,9324,9202,27072,1322,23190,4083,2509,3440,176144,68652,2933,1346,900,591,3471,568,4032,3332,71094,556314,67210,3835,4239,8999,20713,342,3437,23444,1350,7987,8434,23553,168124,28248,8297,56859,25247,8028,1790,22980,1356,64382,8568,23212,2762
H 1  1  0  1  1  0 ,155359,1204,3242,708,8756,8494,547,9987,15784,1497,3104,16821,45708,1136,20851,9021,23999,67073,41154,7953,8900,108818,3792,1388,55439,25678,3364,14779,18421,637,3812,26075,4361,8943,4352,46881,3245,92433,3361,17767,52360,50165,7680,1255,28350,10118,7405,3917,1513,7970,6505,3100,116739,7554,1238,21967,1614,59089,7257,3706,17243,7181,6496,632
H 1  0  0  1  1  0 ,115729,1765,3107,1141,10708,10279,1027,10915,16149,1926,3192,16024,57253,1808,17394,9557,36768,65950,52349,9596,10424,94627,6005,1901,60307,42767,5844,15654,16993,1104,6024,37414,6187,10040,6122,53830,5621,89794,3802,16250,59525,54702,9198,1604,36459,10953,9892,6133,1755,10018,9252,3161,95717,9401,1876,17949,1975,59045,9558,5863,16304,9097,8874,1037
H 1  0  1  0  1  1 ,2206,23131,192,581,8351,7830,45606,933,36888,2555,1626,4316,226203,2533,617,976,55296,3045,234500,8373,8252,12925,16097,2762,24880,608241,152819,35033,4424,5049,16076,56777,1824,1016,1849,25302,144563,110967,14281,4078,24957,26015,7868,2657,5745,1030,72178,16529,317,7614,73503,1540,13124,8064,22491,682,341,3148,68384,16230,4401,7668,70070,4935
H 1  1  1  0  1  1 ,2627,15005,223,404,6623,6570,22471,848,34621,1959,1401,4181,176523,1884,700,841,35397,3077,182040,6899,6723,14908,9275,2018,22811,354756,81338,32455,4905,2892,9747,37947,1365,981,1210,21665,76563,113896,12587,4351,21422,23417,6579,1943,4458,976,51487,10374,278,5867,52419,1443,15587,6584,14565,777,277,3058,48511,9963,4444,6263,49898,2729
H 0  0  0  1  1  1 ,14734,11705,3798,779,8108,8013,5299,3116,47391,4612,10559,16496,39248,4243,6869,3044,7230,6342,39796,9057,8528,31847,3644,4876,15472,23554,10031,44788,18600,2069,3879,7848,1555,3339,1354,14529,9582,83610,31432,17794,14478,15986,8165,4442,2897,3089,21509,4092,1728,7376,21582,9600,33934,8254,11488,7140,1765,6181,20503,3742,17103,7610,20472,1991
H 0  1  0  0  0  0 ,23292,7414,6525,1427,8008,8521,3403,5408,28648,4838,11086,18078,23192,4547,11638,5090,6723,9450,22539,7865,8139,31782,3729,4939,14468,13752,5755,30126,18139,2177,3777,7082,2351,4819,2341,13738,5776,51503,21434,18734,14287,13803,7878,4591,4192,5040,12949,3641,2952,8162,12534,10956,32055,7495,7964,11324,2911,8665,13718,3572,17352,7805,12932,2163
H 1  0  1  0  0  1 ,23387,4445,1871,642,7479,7450,2625,3809,24098,2277,3837,11874,52082,2141,5887,3581,17044,13200,50748,7033,7438,40842,4644,2176,25492,42101,9533,23765,11733,1307,4735,17088,2350,3495,2268,24813,9452,80760,9116,11675,25449,24704,7211,2187,7892,3799,15122,4645,1034,7360,14545,3787,40019,7245,4457,6136,1142,12519,15185,4718,11879,7060,14581,1366
H 0  1  1  1  1  0 ,1616,206178,5746,601,7035,7451,60807,845,254850,19452,64800,21143,30948,16339,2345,870,1261,572,33550,8752,8270,9325,2223,21577,3536,13822,26628,238763,25940,6458,2564,1483,306,868,296,3437,24151,98061,770724,23626,3118,3864,8197,18439,193,870,77500,2849,1839,6446,82457,57183,11087,7544,190288,2661,1799,565,72518,2388,22068,7190,77377,5483
H 0  0  1  1  1  0 ,1389,312795,4904,943,8877,9009,123395,828,266960,24885,64157,19781,39237,22486,2001,887,1731,514,42578,10369,9568,8441,3800,27660,3863,22505,47436,250786,23137,10424,3913,2021,453,1042,410,3751,44850,94085,879474,21909,3277,4185,9851,24821,266,849,106362,4143,2146,7947,115477,58352,9008,9401,289287,2072,2087,515,100978,4018,21132,8973,107404,9921

