
	,H 0  0  1  1  0  1 ,	H 1  0  0  0  0  1 ,	H 1  1  1  0  0  0 ,	H 0  0  0  1  0  0 ,	H 0  0  0  0  1  0 ,	H 1  1  1  1  0  0 ,	H 0  0  0  0  0  0 ,	H 1  0  0  1  0  1 ,	H 0  0  1  0  0  1 ,	H 1  0  0  0  1  1 ,	H 1  0  0  1  1  1 ,	H 1  1  1  1  1  0 ,	H 1  1  1  0  1  0 ,	H 0  0  0  1  1  0 ,	H 0  1  0  0  0  1 ,	H 0  0  1  0  1  1 ,	H 0  0  1  1  1  1 ,	H 1  1  0  0  0  0 ,	H 1  0  0  0  0  0 ,	H 0  0  0  0  0  1 ,	H 0  0  0  0  1  1 ,	H 1  1  1  1  0  1 ,	H 0  1  0  0  1  1 ,	H 0  1  1  0  0  0 ,	H 0  0  1  0  0  0 ,	H 1  0  0  0  1  0 ,	H 1  1  1  1  1  1 ,	H 1  0  1  1  1  1 ,	H 1  0  1  1  0  1 ,	H 0  1  1  0  1  0 ,	H 0  0  1  0  1  0 ,	H 1  1  0  0  1  0 ,	H 0  1  1  0  0  1 ,	H 0  1  1  1  0  1 ,	H 0  1  0  0  1  0 ,	H 0  1  0  1  0  0 ,	H 0  1  0  1  1  0 ,	H 1  1  0  1  0  1 ,	H 1  1  0  0  0  1 ,	H 0  1  1  1  1  1 ,	H 1  0  1  0  1  0 ,	H 1  0  1  1  1  0 ,	H 1  0  1  1  0  0 ,	H 1  0  1  0  0  0 ,	H 0  1  1  0  1  1 ,	H 1  1  0  1  1  1 ,	H 1  1  0  0  1  1 ,	H 0  1  1  1  0  0 ,	H 1  0  0  1  0  0 ,	H 0  0  0  1  0  1 ,	H 0  1  0  1  0  1 ,	H 1  1  1  0  0  1 ,	H 0  1  0  1  1  1 ,	H 1  1  0  1  0  0 ,	H 0  0  1  1  0  0 ,	H 1  1  0  1  1  0 ,	H 1  0  0  1  1  0 ,	H 1  0  1  0  1  1 ,	H 1  1  1  0  1  1 ,	H 0  0  0  1  1  1 ,	H 0  1  0  0  0  0 ,	H 1  0  1  0  0  1 ,	H 0  1  1  1  1  0 ,	H 0  0  1  1  1  0 ,	
V 0  1  1  1  0  0  1  0  1  1  1  1 ,	11,	0,	0,	91,	2,	0,	0,	0,	1,	1,	14,	0,	0,	3,	181,	8,	1,	0,	2,	1,	0,	16,	0,	5,	0,	0,	0,	0,	0,	1,	0,	1,	4,	80,	0,	1,	0,	1,	0,	0,	2,	0,	3,	0,	1,	1,	0,	1,	0,	0,	0,	1,	0,	179,	0,	2,	4,	0,	0,	0,	1,	20,	1,	12,	
V 0  1  1  0  1  1  1  0  1  0  0  0 ,	7,	14,	0,	3,	0,	9,	20,	0,	7,	1,	0,	3,	2,	1,	0,	2,	1,	3,	7,	5,	1,	0,	1,	5,	1,	4,	182,	121,	2,	0,	1,	10,	9,	1,	6,	1,	1,	2,	15,	4,	43,	0,	5,	3,	78,	4,	0,	0,	13,	8,	30,	10,	1,	0,	1,	2,	3,	2,	2,	1,	2,	2,	2,	2,	
V 1  0  0  1  1  0  1  0  1  0  1  0 ,	11,	5,	1,	4,	1,	2,	2,	2,	5,	1,	2,	1,	1,	1,	2,	2,	1,	3,	1,	1,	1,	0,	3,	7,	1,	4,	4,	2,	5,	2,	1,	6,	4,	5,	3,	0,	4,	1,	1,	2,	5,	0,	3,	0,	13,	2,	1,	1,	8,	4,	1,	3,	3,	2,	0,	1,	1,	1,	0,	1,	4,	2,	2,	2,	
V 0  1  1  1  1  1  1  1  1  0  1  1 ,	0,	1,	1,	1,	0,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	2,	0,	1,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	0,	0,	1,	2,	0,	0,	1,	2,	0,	0,	1,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	
V 0  1  0  0  1  0  1  1  0  0  0  1 ,	6,	7,	23,	4,	0,	179,	17,	0,	4,	0,	2,	2,	3,	7,	1,	1,	5,	10,	1,	5,	16,	4,	9,	1,	1,	9,	2314,	439,	2,	2,	10,	4,	16,	5,	18,	1,	4,	1,	9,	2,	35,	5,	20,	7,	201,	7,	1,	3,	128,	49,	76,	24,	2,	1,	8,	0,	4,	4,	1,	1,	137,	1,	2,	0,	
V 0  0  1  1  0  0  0  0  0  0  0  0 ,	246,	8212,	8,	194,	355,	9,	354,	15,	923,	2562,	20,	11,	41896,	24,	11,	629,	14,	43,	577,	166,	6,	50,	10,	1765,	105,	27,	17,	35,	7,	39,	7,	72,	65,	36,	11,	22,	16,	3,	1253,	1554,	368,	89,	29,	234,	76,	6,	11,	8,	12,	18,	86,	64,	95,	19,	9,	6234,	4349,	42,	178,	36,	4,	138,	8,	273,	
V 0  0  1  0  1  1  0  0  1  1  0  1 ,	13,	0,	4,	8,	0,	4,	0,	2,	3,	0,	27,	6,	1,	7,	134,	1,	1,	3,	0,	2,	25,	0,	33,	4,	0,	0,	7,	5,	2,	1,	23,	0,	8,	61,	13,	0,	10,	100,	1,	0,	2,	0,	13,	1,	3,	28,	3,	19,	9,	5,	2,	1,	2,	17,	0,	2,	0,	1,	1,	2,	11,	6,	5,	1,	
V 0  1  1  0  0  1  1  1  0  1  0  0 ,	9,	16,	3,	3,	0,	14,	15,	0,	3,	1,	1,	0,	4,	2,	0,	1,	1,	4,	2,	3,	1,	1,	0,	5,	0,	5,	194,	110,	0,	2,	0,	6,	10,	2,	2,	0,	3,	0,	14,	5,	48,	4,	3,	1,	71,	2,	0,	1,	27,	9,	20,	13,	1,	1,	2,	2,	3,	2,	2,	1,	9,	1,	2,	0,	
V 1  0  1  0  1  1  0  0  1  1  1  0 ,	13,	0,	0,	11,	1,	1,	3,	0,	0,	0,	6,	2,	1,	3,	11,	0,	0,	1,	0,	1,	0,	2,	4,	5,	0,	1,	1,	0,	2,	1,	1,	1,	5,	13,	1,	1,	0,	2,	0,	3,	2,	1,	7,	0,	4,	8,	0,	2,	4,	2,	0,	0,	0,	5,	0,	0,	0,	0,	2,	0,	0,	4,	4,	0,	
V 1  1  0  0  1  0  1  1  0  0  1  0 ,	7,	15,	5,	1,	0,	12,	27,	1,	4,	1,	1,	0,	4,	1,	1,	1,	1,	3,	6,	2,	0,	0,	2,	11,	0,	6,	162,	138,	1,	4,	0,	4,	5,	1,	4,	0,	2,	1,	16,	3,	55,	1,	4,	5,	80,	3,	0,	3,	20,	7,	32,	10,	2,	0,	1,	1,	1,	0,	1,	0,	2,	1,	3,	0,	
V 1  0  1  0  1  1  1  1  0  1  0  0 ,	5,	5,	4,	1,	0,	33,	51,	2,	7,	0,	0,	0,	0,	2,	0,	1,	2,	1,	3,	1,	1,	0,	1,	3,	1,	4,	2012,	706,	2,	1,	0,	11,	2,	0,	2,	0,	3,	1,	8,	1,	75,	1,	4,	1,	185,	0,	0,	0,	27,	12,	123,	11,	1,	1,	2,	0,	0,	1,	0,	1,	14,	0,	3,	1,	
V 1  0  0  0  0  1  1  0  0  0  1  0 ,	35,	13,	14,	10,	2,	66,	18,	1,	14,	1,	6,	8,	7,	8,	4,	4,	8,	10,	7,	4,	13,	4,	17,	24,	1,	16,	233,	93,	5,	8,	15,	10,	14,	12,	20,	4,	13,	6,	12,	6,	43,	9,	23,	12,	114,	3,	5,	6,	93,	19,	23,	22,	6,	7,	14,	8,	10,	9,	6,	9,	37,	9,	10,	16,	
V 0  0  1  0  1  0  0  1  1  1  1  1 ,	6,	0,	2,	13,	0,	9,	0,	1,	1,	0,	74,	6,	1,	5,	1420,	2,	0,	1,	1,	2,	28,	1,	76,	2,	0,	1,	1,	0,	2,	2,	43,	3,	3,	175,	2,	0,	12,	586,	0,	0,	1,	0,	13,	0,	2,	88,	3,	37,	8,	3,	0,	1,	0,	84,	0,	1,	1,	0,	1,	1,	7,	7,	15,	0,	
V 0  0  0  0  1  0  0  1  0  1  0  1 ,	27,	3,	53,	17,	2,	565,	4,	10,	5,	3,	66,	32,	1,	37,	105,	3,	3,	13,	5,	2,	1041,	4,	407,	9,	3,	12,	318,	31,	18,	7,	452,	5,	18,	65,	88,	9,	23,	717,	0,	2,	9,	4,	71,	3,	57,	143,	3,	67,	242,	56,	6,	13,	4,	19,	7,	0,	7,	5,	2,	4,	603,	10,	101,	4,	
V 0  0  0  0  0  1  0  1  1  0  1  1 ,	15,	2,	21,	12,	2,	213,	1,	8,	2,	1,	163,	22,	3,	28,	1202,	0,	4,	7,	1,	2,	1567,	2,	594,	3,	2,	3,	28,	10,	11,	3,	571,	4,	5,	158,	51,	0,	26,	4236,	0,	2,	4,	2,	63,	1,	11,	420,	4,	158,	64,	14,	1,	5,	0,	53,	4,	0,	2,	1,	5,	1,	249,	12,	99,	3,	
V 0  0  0  0  0  1  1  0  0  0  0  1 ,	64,	10,	160,	10,	4,	1312,	20,	7,	8,	5,	29,	45,	2,	27,	22,	4,	21,	31,	9,	7,	662,	9,	259,	15,	7,	31,	3312,	312,	28,	9,	312,	18,	32,	23,	148,	7,	23,	139,	13,	5,	36,	10,	128,	19,	331,	62,	9,	38,	674,	146,	70,	69,	15,	16,	54,	4,	2,	12,	7,	11,	1647,	6,	72,	6,	
V 0  0  1  1  1  1  0  1  1  1  1  1 ,	2,	1,	2,	0,	0,	0,	0,	0,	0,	0,	3,	1,	0,	1,	3,	0,	0,	0,	0,	0,	3,	1,	4,	1,	0,	1,	0,	1,	1,	2,	1,	1,	2,	7,	1,	0,	3,	5,	0,	0,	1,	2,	1,	0,	0,	1,	0,	1,	1,	2,	0,	1,	0,	3,	0,	0,	0,	0,	0,	0,	2,	1,	0,	0,	
V 1  1  1  0  1  1  1  0  1  0  1  0 ,	3,	3,	0,	2,	0,	0,	1,	1,	0,	1,	1,	0,	2,	0,	0,	0,	2,	0,	0,	1,	0,	1,	0,	4,	0,	1,	2,	1,	0,	0,	0,	0,	5,	1,	1,	0,	0,	0,	0,	0,	9,	0,	3,	0,	4,	1,	0,	0,	3,	1,	0,	1,	0,	1,	0,	0,	1,	1,	1,	0,	0,	0,	0,	1,	
V 0  0  1  1  1  1  1  1  0  1  1  0 ,	4,	1,	1,	2,	0,	16,	2,	0,	1,	0,	0,	1,	0,	1,	0,	1,	0,	2,	0,	0,	1,	0,	0,	1,	0,	3,	171,	32,	1,	1,	0,	2,	4,	0,	0,	0,	0,	0,	2,	1,	6,	1,	2,	0,	30,	1,	1,	0,	11,	1,	2,	3,	0,	0,	0,	0,	0,	0,	1,	0,	5,	0,	2,	0,	
V 0  1  0  0  1  0  0  0  1  0  1  0 ,	61,	6,	8,	31,	3,	19,	4,	10,	0,	5,	97,	6,	7,	22,	172,	13,	7,	14,	5,	4,	19,	15,	48,	25,	3,	4,	7,	12,	3,	7,	23,	8,	13,	121,	16,	5,	14,	57,	6,	2,	6,	5,	21,	3,	13,	31,	1,	28,	19,	7,	5,	8,	6,	60,	4,	5,	7,	2,	4,	8,	7,	45,	15,	9,	
V 0  1  1  0  1  1  1  0  1  0  0  1 ,	3,	1,	3,	2,	1,	5,	3,	0,	3,	1,	0,	2,	0,	0,	0,	2,	0,	3,	1,	1,	0,	0,	0,	3,	0,	0,	14,	4,	0,	0,	1,	1,	5,	2,	2,	0,	4,	0,	4,	0,	8,	1,	5,	0,	18,	2,	1,	1,	6,	2,	1,	0,	1,	2,	0,	1,	1,	0,	0,	0,	1,	2,	2,	0,	
V 0  1  1  1  0  0  0  0  0  0  1  0 ,	117,	984,	2,	319,	208,	1,	20,	3,	258,	2403,	10,	2,	33457,	5,	3,	707,	2,	14,	86,	39,	1,	51,	4,	1293,	14,	4,	1,	3,	1,	6,	1,	13,	27,	21,	4,	6,	9,	1,	106,	134,	49,	18,	5,	12,	5,	4,	4,	1,	4,	6,	6,	12,	12,	21,	6,	2700,	8732,	1,	48,	2,	4,	99,	1,	606,	
V 0  1  0  0  0  0  1  0  0  0  1  1 ,	61,	3,	6,	40,	9,	9,	0,	10,	9,	5,	89,	15,	1,	22,	209,	7,	1,	10,	8,	6,	12,	9,	40,	27,	2,	6,	6,	8,	5,	6,	20,	7,	19,	125,	11,	2,	14,	70,	3,	2,	12,	8,	22,	4,	14,	36,	7,	26,	20,	12,	0,	8,	3,	63,	4,	7,	6,	4,	3,	4,	8,	30,	16,	6,	
V 1  0  0  0  1  1  1  0  0  0  1  1 ,	2,	1,	12,	3,	0,	69,	2,	3,	2,	2,	2,	3,	0,	6,	2,	2,	3,	3,	0,	1,	20,	0,	18,	0,	1,	3,	198,	18,	1,	2,	7,	3,	4,	3,	5,	1,	6,	2,	0,	1,	3,	2,	13,	1,	26,	2,	0,	3,	44,	15,	2,	5,	4,	2,	1,	1,	1,	5,	0,	1,	43,	0,	3,	2,	
V 0  0  0  1  0  1  1  1  0  0  1  0 ,	9,	4,	23,	0,	1,	181,	19,	0,	8,	1,	1,	4,	2,	4,	1,	3,	3,	10,	2,	4,	15,	1,	16,	8,	2,	11,	2447,	428,	1,	3,	6,	6,	11,	2,	9,	0,	6,	0,	9,	1,	42,	4,	28,	4,	221,	3,	0,	3,	121,	35,	81,	18,	3,	3,	3,	1,	4,	7,	2,	1,	129,	2,	8,	1,	
V 1  0  0  1  1  0  1  0  0  1  0  0 ,	27,	53,	1,	5,	1,	2,	22,	1,	17,	2,	0,	2,	15,	3,	1,	3,	1,	3,	6,	6,	3,	3,	2,	27,	0,	2,	14,	32,	0,	4,	3,	6,	11,	6,	4,	2,	6,	0,	28,	6,	46,	3,	9,	6,	45,	3,	2,	0,	8,	8,	16,	13,	6,	1,	2,	16,	7,	2,	7,	0,	0,	4,	0,	2,	
V 0  0  0  0  0  0  0  0  0  1  1  1 ,	245,	7,	42,	937,	98,	74,	8,	776,	16,	21,	12186,	257,	11,	253,	591083,	94,	23,	40,	14,	13,	1046,	4133,	1934,	36,	18,	10,	26,	20,	31,	42,	2130,	10,	45,	11049,	141,	30,	470,	91971,	12,	3,	21,	17,	122,	8,	21,	4962,	97,	7952,	82,	40,	5,	40,	9,	46769,	9,	6,	23,	11,	16,	27,	66,	1029,	185,	373,	
V 0  0  1  1  1  0  0  0  0  0  0  1 ,	55,	68,	1,	30,	11,	1,	22,	2,	16,	20,	4,	5,	207,	3,	2,	19,	9,	8,	11,	16,	1,	6,	3,	107,	6,	4,	1,	12,	3,	1,	1,	10,	17,	17,	2,	4,	6,	2,	31,	23,	49,	10,	7,	8,	23,	3,	2,	3,	4,	7,	12,	16,	11,	2,	3,	93,	38,	3,	11,	5,	3,	9,	5,	13,	
V 0  0  1  1  0  0  1  0  1  1  0  0 ,	28,	6,	2,	28,	2,	2,	2,	1,	5,	2,	8,	3,	17,	5,	18,	16,	0,	4,	1,	3,	1,	8,	2,	13,	4,	3,	2,	3,	1,	4,	1,	4,	12,	32,	4,	2,	7,	3,	3,	3,	9,	5,	3,	0,	8,	5,	2,	2,	4,	6,	1,	9,	5,	16,	2,	9,	16,	1,	2,	4,	2,	13,	4,	5,	
V 0  1  1  1  0  1  1  0  0  1  1  0 ,	14,	3,	0,	9,	0,	0,	2,	1,	4,	1,	0,	0,	7,	0,	0,	3,	2,	1,	1,	2,	2,	1,	0,	11,	1,	1,	1,	2,	0,	0,	0,	6,	6,	1,	0,	0,	3,	0,	0,	3,	6,	2,	1,	2,	5,	0,	0,	2,	0,	0,	1,	2,	0,	0,	1,	2,	2,	1,	0,	0,	1,	0,	3,	1,	
V 0  0  0  1  0  0  1  1  1  0  1  0 ,	17,	1,	10,	7,	0,	10,	4,	1,	3,	1,	6,	4,	2,	7,	11,	5,	4,	5,	2,	0,	21,	2,	21,	6,	1,	3,	25,	7,	3,	1,	13,	0,	10,	20,	6,	0,	8,	12,	2,	1,	8,	3,	13,	2,	23,	15,	0,	6,	28,	5,	0,	7,	3,	5,	1,	1,	1,	1,	2,	3,	8,	5,	10,	2,	
V 0  0  1  1  0  0  0  1  0  0  1  0 ,	61,	57,	1,	29,	9,	9,	6,	2,	33,	13,	7,	5,	191,	7,	7,	28,	4,	8,	12,	15,	4,	2,	4,	101,	3,	6,	3,	9,	1,	5,	1,	8,	18,	16,	5,	3,	10,	1,	34,	17,	43,	7,	12,	9,	18,	2,	6,	2,	8,	7,	5,	17,	8,	8,	2,	90,	45,	4,	9,	3,	1,	13,	4,	9,	
V 0  0  0  1  1  1  1  1  0  0  1  0 ,	3,	4,	42,	3,	1,	687,	34,	1,	1,	0,	0,	1,	1,	8,	1,	3,	4,	2,	1,	6,	17,	0,	5,	1,	1,	16,	29147,	2915,	2,	4,	7,	3,	6,	3,	12,	0,	3,	2,	5,	0,	57,	1,	23,	3,	509,	4,	1,	1,	213,	87,	304,	15,	0,	1,	7,	1,	0,	2,	1,	0,	449,	3,	7,	1,	
V 0  0  0  0  1  0  0  0  0  1  1  1 ,	70,	0,	18,	74,	5,	88,	0,	72,	1,	1,	1308,	77,	2,	79,	23849,	4,	7,	12,	1,	6,	1122,	77,	1053,	7,	2,	2,	9,	9,	9,	6,	1094,	4,	11,	1328,	83,	9,	60,	18281,	2,	2,	3,	4,	67,	0,	7,	1362,	15,	1050,	82,	17,	1,	12,	2,	1094,	3,	2,	4,	0,	2,	5,	88,	71,	115,	5,	
V 1  0  1  0  0  0  0  0  0  0  1  1 ,	108,	8,	1,	540,	130,	5,	3,	7,	13,	235,	118,	5,	242,	10,	240,	280,	2,	8,	14,	6,	6,	278,	8,	199,	5,	6,	1,	5,	2,	11,	2,	7,	20,	234,	6,	8,	24,	4,	4,	11,	8,	16,	6,	4,	1,	9,	12,	10,	2,	7,	2,	6,	5,	544,	2,	111,	589,	2,	18,	7,	4,	218,	3,	637,	
V 0  1  1  1  0  0  0  0  0  0  1  1 ,	58,	23,	1,	516,	89,	2,	4,	1,	27,	572,	10,	2,	2184,	3,	21,	391,	2,	3,	7,	4,	2,	108,	1,	369,	3,	3,	3,	2,	1,	1,	0,	4,	14,	62,	3,	1,	0,	2,	7,	9,	6,	14,	5,	4,	6,	0,	4,	1,	2,	4,	2,	2,	3,	128,	3,	316,	2810,	3,	13,	1,	0,	118,	5,	819,	
V 1  0  0  1  0  0  1  1  0  1  1  0 ,	6,	1,	2,	9,	0,	2,	2,	1,	9,	0,	2,	3,	2,	3,	3,	2,	1,	4,	0,	1,	1,	0,	2,	5,	3,	2,	4,	2,	1,	1,	0,	1,	5,	4,	1,	1,	4,	1,	0,	4,	3,	0,	5,	0,	4,	0,	3,	0,	2,	7,	0,	2,	1,	0,	0,	4,	1,	2,	3,	3,	4,	3,	0,	1,	
V 1  0  0  1  1  0  1  0  0  1  0  1 ,	15,	4,	3,	6,	0,	1,	3,	0,	3,	0,	1,	1,	2,	1,	1,	1,	0,	1,	1,	5,	1,	0,	1,	12,	1,	2,	4,	3,	0,	2,	0,	2,	6,	2,	4,	0,	6,	0,	1,	1,	11,	1,	2,	0,	13,	1,	0,	2,	2,	4,	2,	2,	0,	3,	0,	4,	2,	1,	0,	3,	0,	3,	2,	6,	
V 0  0  1  1  0  1  1  0  1  1  0  1 ,	5,	0,	1,	6,	0,	0,	0,	0,	2,	0,	7,	2,	1,	6,	7,	3,	1,	1,	1,	0,	1,	0,	5,	3,	0,	0,	1,	0,	0,	0,	0,	1,	2,	25,	1,	0,	4,	2,	1,	1,	6,	0,	3,	0,	1,	2,	3,	2,	1,	3,	1,	1,	0,	4,	1,	0,	1,	0,	0,	0,	1,	3,	0,	1,	
V 0  0  1  1  0  0  1  0  1  1  0  1 ,	16,	0,	1,	53,	4,	1,	1,	1,	3,	2,	39,	5,	1,	3,	149,	7,	3,	1,	4,	0,	2,	10,	7,	14,	0,	3,	1,	2,	3,	2,	1,	1,	5,	92,	2,	0,	5,	7,	1,	0,	5,	1,	6,	0,	2,	9,	3,	9,	1,	5,	0,	0,	1,	106,	2,	1,	5,	1,	1,	1,	0,	20,	2,	7,	
V 0  0  1  1  0  0  0  1  0  0  1  1 ,	18,	6,	1,	39,	7,	3,	2,	0,	10,	8,	15,	3,	19,	5,	10,	18,	3,	6,	2,	7,	2,	6,	2,	35,	2,	1,	1,	5,	1,	6,	1,	5,	13,	30,	3,	1,	8,	1,	4,	0,	7,	7,	8,	1,	6,	4,	3,	4,	1,	3,	0,	6,	1,	12,	1,	12,	13,	3,	4,	1,	2,	17,	3,	5,	
V 0  1  1  1  0  1  1  0  0  1  1  1 ,	9,	2,	0,	6,	0,	1,	1,	0,	2,	0,	2,	0,	0,	0,	1,	1,	1,	0,	1,	1,	0,	0,	1,	3,	0,	1,	0,	3,	0,	0,	0,	0,	5,	8,	0,	0,	3,	0,	1,	0,	1,	0,	2,	1,	1,	2,	0,	3,	0,	1,	1,	0,	0,	3,	0,	1,	1,	0,	0,	1,	0,	1,	0,	1,	
V 1  0  1  1  0  1  1  0  1  1  1  0 ,	9,	1,	0,	3,	1,	1,	0,	1,	3,	1,	2,	0,	0,	0,	1,	1,	1,	1,	0,	0,	0,	1,	1,	5,	0,	0,	0,	1,	1,	0,	0,	1,	2,	5,	0,	0,	2,	0,	0,	1,	2,	3,	5,	0,	2,	1,	0,	0,	1,	2,	0,	0,	1,	1,	0,	2,	3,	1,	2,	0,	0,	2,	1,	0,	
V 0  0  0  1  0  0  1  1  1  0  1  1 ,	14,	0,	2,	9,	3,	11,	1,	3,	2,	0,	27,	4,	0,	5,	77,	4,	0,	3,	3,	3,	22,	0,	20,	3,	1,	2,	4,	5,	1,	0,	13,	1,	4,	43,	6,	1,	9,	64,	0,	0,	2,	2,	20,	0,	2,	21,	5,	12,	4,	7,	0,	3,	0,	9,	0,	2,	3,	2,	1,	1,	7,	3,	11,	2,	
V 1  1  1  0  1  0  1  1  0  1  1  1 ,	2,	1,	1,	1,	0,	1,	0,	0,	1,	0,	1,	0,	0,	0,	1,	0,	0,	0,	0,	1,	0,	0,	1,	0,	0,	0,	0,	1,	0,	0,	0,	1,	1,	2,	0,	0,	1,	0,	0,	0,	0,	1,	1,	0,	1,	2,	0,	1,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	
V 1  0  1  0  0  0  0  0  0  0  1  0 ,	185,	197,	8,	366,	220,	4,	14,	5,	91,	933,	40,	7,	3513,	19,	25,	533,	10,	22,	49,	48,	5,	135,	11,	641,	26,	12,	7,	10,	9,	14,	5,	12,	35,	95,	4,	10,	15,	6,	60,	87,	48,	30,	12,	30,	20,	9,	13,	6,	8,	10,	9,	10,	17,	95,	6,	943,	1792,	7,	43,	21,	5,	169,	8,	460,	
V 0  0  0  1  0  0  1  1  0  1  0  1 ,	18,	5,	7,	5,	1,	17,	2,	1,	1,	1,	10,	7,	6,	9,	16,	2,	2,	4,	1,	4,	12,	3,	20,	7,	0,	4,	12,	7,	3,	3,	10,	6,	11,	15,	9,	0,	13,	16,	2,	1,	4,	4,	12,	1,	10,	5,	2,	3,	23,	12,	1,	7,	1,	3,	2,	1,	2,	1,	2,	3,	12,	3,	14,	3,	
V 1  0  0  1  0  0  1  1  0  1  1  1 ,	4,	0,	2,	7,	0,	4,	1,	1,	2,	1,	2,	1,	0,	4,	4,	3,	3,	1,	0,	2,	2,	0,	1,	1,	1,	1,	0,	0,	2,	0,	1,	0,	5,	8,	2,	0,	2,	2,	2,	0,	4,	2,	6,	0,	1,	4,	0,	2,	1,	1,	0,	0,	0,	3,	0,	1,	2,	1,	0,	0,	1,	4,	0,	3,	
V 0  1  0  0  0  1  1  0  0  0  1  1 ,	19,	3,	11,	6,	2,	18,	1,	4,	4,	2,	12,	5,	1,	14,	16,	2,	3,	4,	4,	3,	19,	3,	27,	8,	1,	3,	16,	8,	1,	1,	12,	4,	4,	17,	13,	0,	1,	21,	3,	2,	3,	4,	22,	1,	23,	14,	1,	11,	27,	9,	1,	8,	1,	9,	1,	5,	0,	2,	0,	2,	24,	2,	6,	2,	
V 1  0  0  0  0  0  1  0  0  1  0  1 ,	49,	5,	8,	45,	9,	8,	6,	5,	7,	6,	72,	8,	3,	35,	175,	12,	7,	8,	8,	7,	16,	15,	44,	18,	3,	4,	6,	7,	5,	6,	20,	3,	9,	116,	11,	4,	16,	57,	3,	6,	8,	5,	26,	3,	14,	29,	7,	23,	12,	9,	1,	11,	3,	73,	1,	1,	8,	2,	6,	4,	3,	32,	12,	16,	
V 1  0  0  0  0  0  1  1  1  0  0  0 ,	36,	8,	16,	10,	4,	38,	16,	2,	11,	0,	5,	5,	6,	8,	4,	3,	9,	12,	11,	11,	15,	2,	6,	16,	0,	11,	264,	87,	6,	4,	3,	14,	16,	13,	21,	5,	6,	3,	8,	7,	43,	4,	16,	3,	102,	10,	5,	8,	93,	34,	24,	26,	6,	6,	4,	3,	6,	5,	5,	4,	26,	4,	11,	9,	
V 0  0  0  0  0  1  0  0  0  1  1  1 ,	76,	1,	13,	72,	5,	96,	0,	61,	2,	5,	1479,	76,	0,	111,	27949,	9,	4,	11,	3,	2,	1158,	77,	1127,	9,	4,	7,	7,	1,	21,	9,	1225,	2,	13,	1482,	84,	7,	94,	21004,	1,	1,	3,	6,	89,	1,	15,	1394,	9,	1156,	69,	21,	3,	12,	1,	1280,	3,	1,	3,	2,	3,	15,	83,	71,	109,	10,	
V 0  1  1  0  0  1  1  0  1  0  0  0 ,	19,	24,	0,	2,	3,	5,	13,	1,	10,	2,	2,	0,	14,	4,	3,	4,	1,	6,	3,	7,	2,	2,	6,	31,	1,	2,	22,	26,	0,	4,	0,	6,	14,	6,	2,	1,	8,	1,	20,	5,	39,	7,	11,	7,	47,	1,	2,	1,	10,	8,	12,	14,	1,	2,	1,	11,	6,	5,	9,	1,	4,	5,	5,	1,	
V 0  1  0  0  0  0  1  1  0  0  0  1 ,	21,	12,	21,	7,	2,	65,	9,	1,	15,	3,	5,	8,	3,	8,	3,	4,	6,	14,	4,	7,	6,	2,	17,	14,	2,	7,	217,	69,	9,	3,	15,	6,	27,	7,	15,	1,	15,	7,	15,	3,	31,	7,	36,	7,	88,	14,	4,	3,	70,	21,	28,	16,	5,	7,	4,	7,	7,	4,	4,	5,	24,	4,	9,	2,	
V 0  0  1  0  0  1  0  0  1  1  0  1 ,	39,	1,	5,	72,	3,	8,	1,	12,	5,	4,	229,	12,	2,	26,	2562,	7,	0,	8,	2,	0,	21,	37,	66,	11,	3,	2,	1,	2,	2,	1,	50,	1,	4,	410,	14,	3,	32,	376,	2,	1,	1,	1,	23,	3,	7,	84,	7,	86,	6,	8,	1,	4,	1,	372,	1,	2,	5,	2,	2,	2,	11,	48,	11,	10,	
V 1  1  1  0  1  0  1  1  0  1  1  0 ,	3,	1,	0,	1,	0,	0,	2,	1,	1,	1,	0,	0,	2,	1,	0,	2,	2,	2,	1,	0,	0,	0,	1,	4,	0,	0,	3,	2,	1,	0,	0,	1,	6,	1,	0,	0,	1,	0,	1,	1,	2,	2,	0,	1,	8,	0,	0,	1,	1,	1,	2,	3,	0,	1,	0,	0,	0,	0,	0,	1,	1,	0,	0,	1,	
V 1  0  0  0  1  1  1  1  0  0  0  1 ,	4,	3,	47,	1,	0,	632,	37,	2,	2,	3,	1,	0,	0,	3,	0,	1,	6,	2,	1,	3,	20,	1,	6,	0,	1,	14,	23446,	2468,	1,	0,	4,	4,	6,	3,	13,	1,	2,	2,	5,	0,	39,	3,	23,	3,	456,	5,	2,	0,	190,	73,	244,	32,	1,	4,	8,	3,	1,	4,	1,	1,	383,	2,	4,	3,	
