RowId,V 0  1  1  0  0  1 ,V 0  1  1  1  0  1 ,V 0  1  0  0  0  0 ,V 0  1  0  1  0  0 ,V 1  0  1  1  1  1 ,V 0  1  0  0  1  0 ,V 0  1  0  1  1  0 ,V 1  1  0  1  0  1 ,V 1  1  0  0  0  1 ,V 0  0  1  1  1  0 ,V 1  0  0  0  1  0 ,V 1  0  1  1  0  1 ,V 1  0  1  0  0  1 ,V 1  0  1  0  1  1 ,V 1  0  0  1  1  0 ,V 0  0  1  0  1  0 ,V 0  0  0  1  0  1 ,V 0  1  0  1  0  1 ,V 0  1  1  1  0  0 ,V 1  1  1  0  0  1 ,V 0  1  0  1  1  1 ,V 1  0  0  1  0  0 ,V 1  1  0  1  0  0 ,V 0  0  1  1  0  0 ,V 0  0  1  0  1  1 ,V 0  0  0  1  1  0 ,V 1  1  1  0  1  0 ,V 0  1  1  0  1  1 ,V 1  0  1  0  1  0 ,V 1  0  1  0  0  0 ,V 1  0  0  0  1  1 ,V 1  1  0  0  1  1 ,V 0  0  0  1  0  0 ,V 0  0  1  0  0  1 ,V 0  0  0  0  0  0 ,V 1  0  0  1  0  1 ,V 1  1  1  0  0  0 ,V 1  0  0  0  0  1 ,V 0  0  1  1  0  1 ,V 0  1  1  1  1  0 ,V 0  1  1  0  1  0 ,V 1  1  1  1  0  1 ,V 0  0  0  1  1  1 ,V 0  0  0  0  1  1 ,V 1  1  1  1  1  1 ,V 1  1  1  0  1  1 ,V 1  1  0  1  1  0 ,V 1  1  0  0  1  0 ,V 0  0  1  0  0  0 ,V 0  1  1  0  0  0 ,V 0  1  0  0  0  1 ,V 0  0  0  0  0  1 ,V 1  0  1  1  1  0 ,V 0  1  0  0  1  1 ,V 1  0  0  0  0  0 ,V 1  1  0  0  0  0 ,V 0  0  1  1  1  1 ,V 0  1  1  1  1  1 ,V 1  0  1  1  0  0 ,V 1  1  1  1  0  0 ,V 0  0  0  0  1  0 ,V 1  1  1  1  1  0 ,V 1  0  0  1  1  1 ,V 1  1  0  1  1  1 
H 1  0  1  0  1  0 ,23230,170,499,4913,4710,49264,526,23606,2291,1225,2381,103539,2357,333,578,21363,1185,105230,4943,4919,5259,10006,2424,10242,106462,23198,2388,4683,10155,21361,1074,536,994,10439,104111,49119,2451,10021,10965,10434,4833,2366,2190,523,49361,10172,278,4751,49838,1208,5056,5003,22980,224253,347,616,283,48774,10270,2409,4942,48499,4791,1032
H 1  0  1  1  0  0 ,1774,15111,461,4348,4379,326,4913,21034,2281,12936,23777,7223,2139,28609,4615,1427,9815,6771,3902,4489,47034,698,2078,8506,704,20674,25142,378,755,1415,833,4547,744,7707,681,40434,24551,8348,10915,7639,3920,1991,1649,5153,3796,744,2404,4237,3509,12584,47955,3924,1979,1295,29540,56543,2655,3618,729,24622,3902,3483,407,8902
H 0  1  1  0  1  1 ,111502,207,222,2885,3027,128236,136,65022,4219,3749,2389,52689,3740,170,198,2753,153,59376,3689,3244,2121,3474,4682,2475,96308,60900,2846,5366,3892,2944,199,179,162,2438,91211,46430,2587,2202,85989,2690,3482,4245,175,163,74088,4128,214,2742,83987,3392,2246,3274,99051,68030,187,187,195,69744,3668,2593,3079,78921,4740,202
H 1  0  1  0  0  0 ,4061,1320,551,4538,4533,2881,1954,15284,1910,2883,6917,23442,2036,3044,1935,6441,4598,22016,4190,4388,15382,2820,1884,10000,6356,15408,6533,1191,2793,6472,1251,1889,1249,9692,6411,34945,6662,10220,6699,9552,4158,1889,2832,2002,10083,2722,797,4556,9708,3000,15154,4358,4413,14871,2967,6741,842,10196,2756,6852,4354,9616,1201,4179
H 1  1  0  0  1  1 ,680,135,315,3818,3692,1103,1934,4419,404,265,2134,85145,375,1109,1775,72692,21855,80478,3690,3945,24206,6058,338,43611,12223,4361,2349,549,6221,74650,3233,1917,3117,40191,12136,47714,2224,42418,505,41260,3566,372,37029,1920,7545,6312,169,3679,7042,250,24554,3547,711,144964,1223,12378,184,7188,6359,2303,3532,6937,552,20671
H 1  1  0  1  1  1 ,301,1153,229,3421,3504,120,4588,5744,377,905,6920,23532,372,10089,4134,13254,46559,21634,3476,3734,68860,1372,345,34222,1091,5440,7913,159,1422,14614,2074,4390,1928,28812,1043,52032,7506,31847,690,31221,3137,305,19222,4894,2651,1562,411,3149,2411,790,74053,3122,293,9891,10565,100386,462,2494,1399,7267,2873,2241,145,41904
H 0  1  1  1  0  0 ,18949,35108,394,3513,3761,1968,1642,86546,8538,86882,33387,4161,7621,15094,1568,262,814,4073,3939,3862,15419,387,8573,1937,959,83667,38623,875,459,345,210,1574,225,1813,934,37988,37525,1666,194647,1982,3820,7820,167,1597,8557,517,3461,3357,8653,78476,17097,3526,18557,612,15772,7105,3474,8410,427,34978,3485,8274,822,819
H 0  0  0  1  0  1 ,1096,22412,470,3869,4030,199,6380,16018,2022,13486,25414,4902,1893,45492,6326,1183,13451,4684,3908,4205,52619,591,1881,8215,445,15372,26966,334,661,1270,960,6326,929,7406,406,31560,26658,7798,7634,7828,3821,1810,1929,6733,2393,620,3057,3838,2342,12637,54952,3723,1216,821,45749,92429,3303,2404,643,25982,3664,2280,318,12894
H 1  0  0  1  0  0 ,216,19202,713,5267,5214,76,24540,5748,883,4111,25980,7390,886,122211,20652,5829,157961,6269,4437,5337,164968,1017,775,33111,269,5728,25207,184,966,5742,4271,20749,4199,28449,270,35136,25700,33461,1010,28205,4544,764,26783,24456,1287,1010,3268,5323,1129,4220,165187,4426,247,1425,121225,796051,3955,1349,942,25485,4582,1104,183,134782
H 0  1  0  1  0  1 ,759,25189,316,3075,3372,121,6178,15099,1620,13705,27184,3892,1344,55345,5767,828,13761,3654,3394,3412,61103,372,1416,7650,272,14763,30708,160,471,934,730,5940,661,6401,231,32905,29536,6798,6684,7033,3193,1334,1473,6311,1850,413,2699,3109,1721,12390,67053,2993,801,539,56982,125891,2768,1787,368,28020,2897,1744,205,13110
H 1  1  1  0  0  1 ,1345,924,213,2990,3118,661,1713,10934,834,1740,5955,19755,781,3499,1577,5261,6304,18983,2983,3118,22597,1431,811,11465,2519,10676,6389,373,1410,5288,834,1615,836,10486,2491,41137,6379,10982,2970,10933,2924,721,2904,1715,5299,1426,447,2926,5078,1677,23610,2822,1443,9307,3418,12938,493,5222,1381,6016,2788,4882,370,5968
H 0  1  0  1  1  1 ,3653,2041,256,3210,3405,1255,1362,21502,1644,5034,8283,14654,1568,3979,1374,2153,2894,14910,3582,3541,17649,1121,1701,6906,2682,20137,10222,611,1160,2428,500,1524,487,6147,2507,42423,9366,6242,10215,6969,3259,1522,1086,1466,7581,1242,721,2996,7608,4250,19992,3179,3542,5216,4195,8217,716,7099,1155,9166,3003,6908,529,2916
H 1  1  0  1  0  0 ,163,21609,422,4366,4482,48,23320,5525,725,4128,27604,5950,678,152254,19315,3895,163240,5131,3822,4544,195226,604,564,30662,187,5472,28540,133,580,4124,2992,19501,2982,24917,197,37323,28844,29814,910,25909,3789,576,20878,23080,911,632,2690,4363,843,3966,201508,3685,186,917,152998,1092957,3325,1052,558,27993,3638,857,136,137337
H 0  0  1  1  0  0 ,29074,31294,560,4374,4632,3848,1775,91075,11293,86179,31914,5182,10366,12467,1725,405,794,5105,4767,4709,13797,664,11295,2080,1704,88588,34867,1492,682,418,298,1775,286,2060,1667,36430,34537,1964,225483,2175,4622,10322,167,1755,11913,685,4098,4324,11945,81217,14389,4241,28490,918,12687,5356,4123,11661,690,33139,4383,11827,1401,891
H 1  1  0  1  1  0 ,564,1572,350,4237,4186,273,4797,7582,715,1412,8245,22129,556,10068,4414,10896,31918,19753,3932,4368,52856,1804,649,27082,1629,7114,8935,311,1869,11739,2153,4395,2141,23071,1557,45402,8721,25754,1255,24648,3766,602,13870,4974,3610,1916,749,3912,3181,1449,56885,3716,595,9520,10600,66624,793,3533,1799,8464,3537,3182,308,28470
H 1  0  0  1  1  0 ,835,1514,562,5164,5065,510,5266,7775,921,1474,7811,27621,882,8398,4674,16794,31333,24987,4708,5101,45911,2875,898,29423,2790,7532,8244,543,2936,16837,3036,4955,3000,26473,2691,44070,8034,29249,1402,26893,4517,772,17863,5387,4828,2987,858,4940,4513,1471,46652,4648,905,15980,8614,49525,973,4652,2896,8031,4476,4323,504,28511
H 1  0  1  0  1  1 ,11503,100,302,4210,4051,23490,480,18572,1274,793,2196,114541,1297,310,506,26532,1509,117775,4316,4247,6558,8011,1344,12695,76831,17668,2250,2581,8233,26892,949,519,945,12988,72728,57036,2086,12822,5687,13387,4050,1334,2944,528,36863,8477,166,3930,37606,748,6695,4148,11253,241306,346,925,170,34785,8276,2257,3942,35936,2526,1571
H 1  1  1  0  1  1 ,7361,111,209,3291,3358,11483,413,17231,971,666,2132,88454,951,344,428,16686,1515,90487,3516,3426,7505,4553,977,11547,40531,16156,2466,1472,4949,17677,692,497,616,11049,38172,57844,2220,10921,4961,11896,3357,957,2276,505,26029,5274,143,2977,26483,698,7902,3354,7232,138837,381,1092,143,24441,5006,2266,3194,25420,1392,1510
H 0  0  0  1  1  1 ,5513,1833,381,3902,3942,2598,1505,22706,2205,4844,8039,18915,2073,3330,1488,3312,3001,19021,4453,4196,15445,1729,2264,7557,4785,21470,9041,1015,1894,3530,767,1645,657,7115,4602,40951,8711,7104,11955,7870,4011,2123,1417,1511,10500,1995,855,3630,10495,4402,16552,4064,5453,8696,3426,6148,870,9924,1831,8389,3744,10039,976,2966
H 0  1  0  0  0  0 ,3510,3145,702,3858,4180,1667,2596,13685,2292,5067,8806,11207,2213,5624,2503,3068,4469,10778,3880,4021,15409,1775,2312,7055,2745,14405,8819,1066,1854,3163,1160,2366,1150,6728,2769,25166,9174,6997,8064,6773,3844,2174,2049,2476,6291,1786,1449,3999,6108,5044,15584,3653,3822,5054,5413,9792,1434,6638,1753,8500,3840,6349,1056,4158
H 1  0  1  0  0  1 ,2122,912,314,3603,3671,1289,1839,11555,1079,1774,5857,25225,1059,2815,1749,7752,6252,24257,3453,3653,19861,2176,1017,12458,4590,11421,5721,641,2328,7742,1160,1713,1118,12181,4544,39637,5742,12497,3424,12135,3563,1045,3854,1880,7365,2275,511,3626,7108,1733,19476,3565,2123,15580,2944,9874,564,7358,2301,5870,3490,7145,670,6009
H 0  1  1  1  1  0 ,102899,2944,312,3564,3855,31362,429,128629,9677,31275,10815,15660,8375,1189,453,611,284,16884,4524,4269,4762,1108,10513,1807,13376,120802,13238,3317,1321,697,161,452,149,1775,12194,50527,12164,1589,313874,1985,4240,9234,98,451,39681,1454,944,3323,42261,27653,5647,3897,95727,5419,1343,652,923,36930,1233,11376,3701,39820,2817,279
H 0  0  1  1  1  0 ,155476,2476,490,4496,4604,63360,426,133946,12388,30858,10119,19859,11512,1007,452,814,253,21323,5371,4894,4305,1885,13500,1948,23754,126179,11764,5359,1986,957,227,541,204,1922,22466,48185,11287,1687,356531,2147,5088,12390,137,437,54150,2103,1107,4094,58819,28101,4576,4854,144721,8768,1040,537,1069,51301,2055,10852,4612,54929,5071,261

